smiles,rt_min
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.12
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.22
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.26
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(COCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.13
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCOCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.15
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(COCCOCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.19
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCOCCOCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.14
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(COCCOCCOCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.23
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCOCCOCCOCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.1
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCOCCOCCOCCOCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)NCC4=CC=C(C5=C(C)N=CS5)C=C4,4.16
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.59
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCCCNCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.12
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCCN(C)CCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.62
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCNCCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.56
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCCNCCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.63
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCCCNCCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.61
O=C(NOCCCNCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.17
O=C(NOCCCNCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.16
O=C(NOCCCNCCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.2
O=C(NOCCCNCCCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.19
O=C(NOCCCNCCCCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.22
O=C(NOCCCNCCCCCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.27
O=C(NOCCCNCCCCCCCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.31
O=C(NOCCCNCCOCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.19
O=C(NOCCCNCCOCCOCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.18
O=C(NOCCCNCCOCCOCCOCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.18
O=C(NOCCCNCCOCCOCCOCCOCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.21
O=C(NOCCCNCCOCCOCCOCCOCCOCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.21
O=C(NOCCCNCCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.13
O=C(NOCCCNCCCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.21
O=C(NOCCCNCCCCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.29
O=C(NOCCCNCCCCCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.42
O=C(NOCCCNCCCCCCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.61
O=C(NOCCCNCCCCCCCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.7
O=C(NOCCCNCCOCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.15
O=C(NOCCCNCCOCCOCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.21
O=C(NOCCCNCCOCCOCCOCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.27
O=C(NOCCCNCCOCCOCCOCCOCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.35
O=C(NOCCCNCCOCCOCCOCCOCCOCCNC1=CC2=C(C(N(C(CC3)C(NC3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.37
O=C([C@@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCCN(C)CCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.75
O=C([C@@H]1N(C([C@H](C(C)(C)C)NC(CCCCCCCCCCCNCCCCONC(C2=CC=C(F)C(F)=C2NC3=CC=C(I)C=C3F)=O)=O)=O)C[C@@H](O)C1)N[C@H](C4=CC=C(C5=C(C)N=CS5)C=C4)C,4.84
O=C(NOCCCNCCOCCOCCOCCOCCOCCNC1=CC2=C(C(N(C(CC3)C(N(C)C3=O)=O)C2=O)=O)C=C1)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.42
CC1=C(C2=CC=C(CNC([C@@H]3C[C@@H](O)CN3C([C@H](C(C)(C)C)NC(COCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CC7=CC=CC=C7CC6)=O)=C5)=O)=O)=O)=O)C=C2)SC=N1,3.97
CC1=C(C2=CC=C(CNC([C@@H]3C[C@@H](O)CN3C([C@H](C(C)(C)C)NC(CCOCCOCCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CC7=CC=CC=C7CC6)=O)=C5)=O)=O)=O)=O)C=C2)SC=N1,3.98
CC1=C(C2=CC=C(CNC([C@@H]3C[C@@H](O)CN3C([C@H](C(C)(C)C)NC(CCOCCOCCOCCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CC7=CC=CC=C7CC6)=O)=C5)=O)=O)=O)=O)C=C2)SC=N1,4
CC1=C(C2=CC=C(CNC([C@@H]3C[C@@H](O)CN3C([C@H](C(C)(C)C)NC(CCCCCCCCCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CC7=CC=CC=C7CC6)=O)=C5)=O)=O)=O)=O)C=C2)SC=N1,4
CC1=C(C2=CC=C(CNC([C@@H]3C[C@@H](O)CN3C([C@H](C(C)(C)C)NC(COCCOCCOCCOCCOCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CC7=CC=CC=C7CC6)=O)=C5)=O)=O)=O)=O)C=C2)SC=N1,3.78
O=C(N[C@@H](C(C)(C)C)C(N1C[C@H](O)C[C@H]1C(N[C@@H](C)C(C=C2)=CC=C2C3=C(C)N=CS3)=O)=O)COCCOCCOCCOCCOCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CC7=CC=CC=C7CC6)=O)=C5)=O,3.83
O=C(N[C@@H](C(C)(C)C)C(N1C[C@@H](O)C[C@@H]1C(N[C@@H](C)C(C=C2)=CC=C2C3=C(C)N=CS3)=O)=O)COCCOCCOCCOCCOCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CC7=CC=CC=C7CC6)=O)=C5)=O,3.78
O=C(N[C@@H](C(C)(C)C)C(N1C[C@H](O)C[C@H]1C(N[C@@H](C)C(C=C2)=CC=C2C3=C(C)N=CS3)=O)=O)COCCOCCOCCOCCOCC(N(C4)CC4NC5=NC=NC(C(NC[C@H](O)CN6CCCCC6)=O)=C5)=O,3.76
O=C(CCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)=O)NCCCCC#CC4=CC=CC(C5=NN(C(CC6CC6)=C5CC7=CC=C(C=C7)S(N)(=O)=O)C8=NC(C(O)=O)=CS8)=C4,6.348
NS(=O)(C1=CC=C(CC(C(C2=CC(C#CCCCCNC(CCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3[C@H](C(NCC4=CC=C(C5=C(C)N=CS5)C=C4)=O)C[C@@H](OCC6=CC=CC=C6)C3)=O)=O)=O)=CC=C2)=NN7C8=NC(C(O)=O)=CS8)=C7CC9CC9)C=C1)=O,6.965
NS(=O)(C1=CC=C(CC(C(C2=CC(C#CCCCCNC(CCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3[C@H](C(NCC4=CC=C(C5=C(C)N=CS5)C=C4)=O)C[C@@H](O)C3)=O)=O)=O)=CC=C2)=NN6C7=NC(C(N(C)C)=O)=CS7)=C6CC8CC8)C=C1)=O,6.513
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCN3N=NC(CNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)=C3)C=C2,2.352
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCCN3C=C(CNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)N=N3)C=C2,2.594
O=C(N(CC1=CC=C(C(NO)=O)C=C1)CCCC)NC2=CC=C(OCCCCCN3C=C(CNC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)N=N3)C=C2,2.506
O=C(N(CC1=CC=C(C(NO)=O)C=C1)CCCC)NC2=CC=C(OCCCCCCN3C=C(CNC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)N=N3)C=C2,2.561
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCN3N=NC(CCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)=C3)C=C2,2.396
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCCN3C=C(CCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)N=N3)C=C2,2.437
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCCCN3N=NC(CCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)=C3)C=C2,2.48
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCN3N=NC(CCCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)=C3)C=C2,2.449
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCCN3C=C(CCCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)N=N3)C=C2,2.488
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCCCN3N=NC(CCCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)=C3)C=C2,2.523
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCN3N=NC(CNC4=CC5=C(C(N(C6C(NC(CC6)=O)=O)C5=O)=O)C=C4)=C3)C=C2,2.24
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCCN3C=C(CNC4=CC5=C(C(N(C6C(NC(CC6)=O)=O)C5=O)=O)C=C4)N=N3)C=C2,2.421
O=C(N(CC1=CC=C(C(NO)=O)C=C1)CCCC)NC2=CC=C(OCCCCCN3N=NC(CNC4=CC5=C(C(N(C6C(NC(CC6)=O)=O)C5=O)=O)C=C4)=C3)C=C2,2.441
O=C(N(CC1=CC=C(C(NO)=O)C=C1)CCCC)NC2=CC=C(OCCCCCCN3N=NC(CNC4=CC5=C(C(N(C6C(NC(CC6)=O)=O)C5=O)=O)C=C4)=C3)C=C2,2.503
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCN3N=NC(CCCNC4=CC5=C(C(N(C6C(NC(CC6)=O)=O)C5=O)=O)C=C4)=C3)C=C2,2.386
O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=C(OCCCN3N=NC(CCCNC4=CC5=C(C(N(C6C(NC(CC6)=O)=O)C5=O)=O)C=C4)=C3)C=C2,2.423
O=C(N(CC1=CC=C(C(OC)=O)C=C1)CCCC)NC2=CC=C(OCCCCCN3C=C(CNC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)N=N3)C=C2,2.738
O=C(N(CC1=CC=C(C(NO)=O)C=C1)CCCC)NC2=CC=C(OCCCCCN3C=C(CNC4=CC=CC(C(N5C6CCC(N(C)C6=O)=O)=O)=C4C5=O)N=N3)C=C2,2.556
ClC1=CC=C([C@H](CCN2CCN(C(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3[C@H](C(NCC4=CC=C(C5=C(C)N=CS5)C=C4)=O)C[C@@H](O)C3)=O)=O)=O)CC2)NC(C6(CCN(C7=NC=NC8=C7C=CN8)CC6)N)=O)C=C1,3.851
ClC1=CC=C([C@H](CCN2CCN(C(CCOCCOCCOCCOCCOCCNC3=C(C(N(C4CCC(NC4=O)=O)C5=O)=O)C5=CC=C3)=O)CC2)NC(C6(CCN(C7=NC=NC8=C7C=CN8)CC6)N)=O)C=C1,3.698
ClC1=CC=C([C@H](CCN2CCN(C(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3[C@H](C(NCC4=CC=C(C5=C(C)N=CS5)C=C4)=O)C[C@@H](OCC6=CC=CC=C6)C3)=O)=O)=O)CC2)NC(C7(CCN(C8=NC=NC9=C8C=CN9)CC7)N)=O)C=C1,5.229
ClC1=CC=C([C@H](CCN2CCN(C(CCOCCOCCOCCOCCOCCNC3=C(C(N(C4CCC(N(C)C4=O)=O)C5=O)=O)C5=CC=C3)=O)CC2)NC(C6(CCN(C7=NC=NC8=C7C=CN8)CC6)N)=O)C=C1,3.762
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCNC(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N4[C@H](C(N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)=O)C[C@@H](O)C4)=O)=O)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.195
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCC(NCCCCCCCCNC4=CC=CC(C(N5C6C(NC(CC6)=O)=O)=O)=C4C5=O)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.073
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCNC(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N4[C@@H](C(N[C@@H](C)C5=CC=C(C6=C(C)N=CS6)C=C5)=O)C[C@H](O)C4)=O)=O)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.041
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C([C@H](CNCCC(NCCCCCCCCNC4=C(C(N(C5C(N(C)C(CC5)=O)=O)C6=O)=O)C6=CC=C4)=O)C7=CC=C(Cl)C=C7)=O)CC3)=C21,4.262
CC(C)(C)[C@@H](C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)NC(CCCCCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=O,4.17
CC(C)(C)[C@@H](C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)NC(CCCCCCCCCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=O,4.2
CC(C)(C)[C@@H](C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)NC(COCCOCCOCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=O,4.23
O=C1N(C2C(NC(CC2)=O)=O)C(C3=C1C(NCCOCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=CC=C3)=O,4.19
O=C1N(C2C(NC(CC2)=O)=O)C(C3=C1C(NCCNCCCONC(C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F)=O)=CC=C3)=O,4.17
O=C(NOCCCNCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N1[C@H](C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)=O)=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.58
O=C(NOCCCNCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N1[C@@H](C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@H](O)C1)=O)=O)C4=CC=C(F)C(F)=C4NC5=CC=C(I)C=C5F,4.52
COC1=CC2=C(C=C1)N1C(C)=NN=C1[C@@H](N=C2C1=CC=C(Cl)C=C1)[C@@H](C)C(=O)NCCCCCNC(=O)COC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1,1.136
COC1=CC2=C(C=C1)N1C(C)=NN=C1[C@@H](N=C2C1=CC=C(Cl)C=C1)[C@@H](C)C(=O)NCCCCCCCNC(=O)COC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1,1.211
COC1=CC2=C(C=C1)N1C(C)=NN=C1[C@@H](N=C2C1=CC=C(Cl)C=C1)[C@@H](C)C(=O)NCCCCCCCCCNC(=O)COC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1,1.299
COC1=CC2=C(C=C1)N1C(C)=NN=C1[C@@H](N=C2C1=CC=C(Cl)C=C1)[C@@H](C)C(=O)NCCOCCNC(=O)COC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1,1.08
COC1=CC2=C(C=C1)N1C(C)=NN=C1[C@@H](N=C2C1=CC=C(Cl)C=C1)[C@@H](C)C(=O)NCCOCCOCCNC(=O)COC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1,1.094
