,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,,
26,knn,64,AtomPairFP,1.056864873,0.94345405,1.393909085,0.904309849,0.084203243,5,distance
27,knn,128,AtomPairFP,1.199440148,0.931993991,1.680498073,0.842798491,0.085729122,3,distance
28,knn,256,AtomPairFP,0.866670256,0.96292211,1.304447758,0.914448425,0.083442926,1,uniform
29,knn,512,AtomPairFP,0.91870071,0.946580156,1.312411122,0.929031869,0.083524704,3,distance
average,,,,1.422426908,0.890637663,1.586433041,0.876261752,0.085402059,,
st.p,,,,0.417724281,0.066335161,0.437508919,0.054102876,0.00481323,,
,,,,,,,,,,
30,knn,1,TorsionFP,1.988566575,0.845577586,1.024307211,0.948512996,0.082768917,3,distance
31,knn,2,TorsionFP,0.790467556,0.966657908,2.337448724,0.748774927,0.085399151,7,distance
32,knn,4,TorsionFP,1.703307491,0.87487693,1.246293841,0.905274578,0.083247185,11,distance
33,knn,8,TorsionFP,1.837421564,0.858419953,1.394986944,0.926567164,0.082731247,3,uniform
34,knn,16,TorsionFP,0.708448691,0.971562992,0.578787341,0.979618863,0.083629608,1,uniform
35,knn,32,TorsionFP,1.476456085,0.893131777,1.557068598,0.921427596,0.082637072,1,uniform
36,knn,64,TorsionFP,0.99228547,0.952691725,1.36054245,0.905526951,0.083864212,7,distance
37,knn,128,TorsionFP,1.26014836,0.919453062,2.445713809,0.688897222,0.086716413,5,distance
38,knn,256,TorsionFP,1.146673659,0.930389918,1.120760172,0.938247658,0.083898544,5,distance
39,knn,512,TorsionFP,0.924608076,0.946221332,1.506862028,0.90718423,0.083287001,5,uniform
average,,,,1.282838353,0.915898318,1.457277112,0.887003219,0.083817935,,
st.p,,,,0.427089573,0.043151839,0.53798965,0.087849153,0.001234056,,
,,,,,,,,,,
40,knn,1,AvalonFP,2.367238654,0.776173746,1.044176574,0.946882604,0.084853411,3,distance
41,knn,2,AvalonFP,0.831397427,0.961037572,2.038482432,0.803425724,0.088698864,5,distance
42,knn,4,AvalonFP,1.428102739,0.918020477,1.142265631,0.917015877,0.083273172,11,distance
43,knn,8,AvalonFP,2.162249988,0.797221635,1.870628574,0.873242561,0.082799911,13,distance
44,knn,16,AvalonFP,0.637722944,0.975591128,0.512513246,0.984223126,0.083922863,3,distance
45,knn,32,AvalonFP,1.421764108,0.900334687,1.73050077,0.908331738,0.082903385,3,distance
46,knn,64,AvalonFP,1.023253368,0.949351805,1.215788818,0.924642978,0.083975315,7,distance
47,knn,128,AvalonFP,1.22932772,0.921418145,2.416189987,0.695025166,0.083325148,5,distance
48,knn,256,AvalonFP,1.191420918,0.926583985,1.136200753,0.934230902,0.083583355,5,distance
49,knn,512,AvalonFP,0.79863302,0.962328034,1.03778521,0.954166298,0.083676338,3,uniform
average,,,,1.309111089,0.908806121,1.4144532,0.894118697,0.084101176,,
st.p,,,,0.539983415,0.065093117,0.546290068,0.081286424,0.001631461,,
,,,,,,,,,,
50,knn,1,EstateFP,2.408980365,0.768747146,1.428981035,0.904500447,0.038781166,5,distance
51,knn,2,EstateFP,2.197395147,0.758696098,1.74712591,0.845734194,0.038878202,13,distance
52,knn,4,EstateFP,1.3589379,0.922600937,1.466738125,0.881497464,0.038571835,3,uniform
53,knn,8,EstateFP,2.160751085,0.806981378,1.852642103,0.871028155,0.038800955,13,distance
54,knn,16,EstateFP,0.589411605,0.980920731,0.755155192,0.966113988,0.042090893,3,distance
55,knn,32,EstateFP,1.790951498,0.838498532,1.83979808,0.906545502,0.038782597,5,distance
56,knn,64,EstateFP,1.228192675,0.925243475,1.623426425,0.870362745,0.039022207,5,distance
57,knn,128,EstateFP,1.292110603,0.898201658,2.691169714,0.648566154,0.039058447,1,uniform
58,knn,256,EstateFP,1.330922471,0.912868454,1.556556911,0.884942399,0.039010763,3,uniform
59,knn,512,EstateFP,1.377658175,0.869474093,1.401155209,0.915112767,0.039304495,11,distance
average,,,,1.573531152,0.86822325,1.63627487,0.869440382,0.039230156,,
st.p,,,,0.528157501,0.069518518,0.460783483,0.079858761,0.000972295,,
,,,,,,,,,,
60,knn,1,MACCSFP,2.417980305,0.765924368,1.108502199,0.939090886,0.041099072,5,distance
61,knn,2,MACCSFP,2.257405968,0.745528085,1.944742442,0.820765906,0.041069269,11,distance
62,knn,4,MACCSFP,1.403903183,0.918300804,1.330701788,0.888451642,0.04087472,5,distance
63,knn,8,MACCSFP,1.670482811,0.881217473,1.459569299,0.921578553,0.041500568,3,distance
64,knn,16,MACCSFP,0.649378586,0.980593093,0.548270376,0.981877931,0.041055918,1,uniform
65,knn,32,MACCSFP,1.43256536,0.899817409,2.1075601,0.861783963,0.041334867,3,distance
66,knn,64,MACCSFP,1.097163224,0.94128656,1.887629226,0.819672755,0.041786194,5,uniform
67,knn,128,MACCSFP,1.5079182,0.872059318,2.266143812,0.728672329,0.041796446,3,distance
68,knn,256,MACCSFP,1.327560347,0.91292979,1.426706597,0.895832042,0.041118622,1,uniform
69,knn,512,MACCSFP,1.165568732,0.919822984,1.64863928,0.879959797,0.041730404,5,distance
average,,,,1.492992672,0.883747988,1.572846512,0.87376858,0.041336608,,
st.p,,,,0.498616455,0.070302876,0.486612127,0.067759386,0.000326049,,
,,,,,,,,,,
70,knn,1,PharmacoErGFP,1.804680133,0.863958692,0.892944127,0.962688694,0.048057079,1,uniform
71,knn,2,PharmacoErGFP,2.31722713,0.764648574,1.905071546,0.832385708,0.048071861,1,uniform
72,knn,4,PharmacoErGFP,1.797214008,0.861710685,0.738427673,0.967738002,0.047378063,1,uniform
73,knn,8,PharmacoErGFP,1.839827179,0.852748046,1.483957787,0.909811903,0.047846794,1,uniform
74,knn,16,PharmacoErGFP,1.587320272,0.837211066,1.322367172,0.899225572,0.047982931,3,distance
75,knn,32,PharmacoErGFP,1.876299899,0.83096738,2.36763026,0.826204893,0.047745943,1,uniform
76,knn,64,PharmacoErGFP,1.952748112,0.808488156,3.571922112,0.407983207,0.047938347,3,uniform
77,knn,128,PharmacoErGFP,1.678181102,0.835123899,2.032193883,0.772724249,0.048046589,1,uniform
78,knn,256,PharmacoErGFP,0.947739108,0.952970987,1.266606643,0.922746363,0.047719717,3,distance
79,knn,512,PharmacoErGFP,1.565611528,0.840293367,1.574500557,0.897879721,0.047697306,3,distance
average,,,,1.736684847,0.844812085,1.715562176,0.839938831,0.047848463,,
st.p,,,,0.33159681,0.04530213,0.779014062,0.155357873,0.000207378,,
,,,,,,,,,,
80,knn,1,PharmacoPFP,2.15185008,0.804365144,1.911408727,0.821255958,0.046001673,3,distance
81,knn,2,PharmacoPFP,2.206468875,0.729081067,2.242065063,0.744933209,0.044259548,5,distance
82,knn,4,PharmacoPFP,1.279381277,0.93848126,1.176147464,0.933065194,0.043763399,1,uniform
83,knn,8,PharmacoPFP,1.633609805,0.891178111,2.115711455,0.828290832,0.044496536,3,distance
84,knn,16,PharmacoPFP,1.429043845,0.874175942,0.848552072,0.959511739,0.044661522,1,uniform
85,knn,32,PharmacoPFP,1.626034059,0.873176643,2.981465808,0.712035035,0.043834686,3,distance
86,knn,64,PharmacoPFP,1.379095159,0.912264854,1.955567106,0.824765928,0.044693947,3,uniform
87,knn,128,PharmacoPFP,1.499012302,0.857944251,1.91028211,0.805775825,0.044567108,1,uniform
88,knn,256,PharmacoPFP,1.336878997,0.916888726,1.398078912,0.906683013,0.044139147,1,uniform
89,knn,512,PharmacoPFP,1.531358131,0.83101905,1.413987843,0.910935875,0.044746876,5,distance
average,,,,1.607273253,0.862857505,1.795326656,0.844725261,0.044516444,,
st.p,,,,0.306363444,0.058712331,0.578316917,0.077138816,0.000596217,,
,,,,,,,,,,
90,knn,1,PubChemFP,1.090520376,0.952305865,1.108894462,0.946389073,0.057638884,1,uniform
91,knn,2,PubChemFP,1.201660329,0.927186422,2.74997012,0.65960975,0.061034679,5,distance
92,knn,4,PubChemFP,1.633736129,0.881919208,1.267294259,0.920567042,0.057319641,1,uniform
93,knn,8,PubChemFP,1.070633611,0.961085272,1.399860778,0.929335402,0.058074713,3,distance
94,knn,16,PubChemFP,1.116531998,0.919927717,1.008655019,0.937309362,0.057720423,7,distance
95,knn,32,PubChemFP,1.51327148,0.891278197,1.916475013,0.882084124,0.05885458,1,uniform
96,knn,64,PubChemFP,1.06209093,0.942098602,1.460699091,0.909908877,0.057549715,1,uniform
97,knn,128,PubChemFP,1.046344567,0.933829558,0.995433789,0.943276081,0.057159901,1,uniform
98,knn,256,PubChemFP,1.634180925,0.85998849,1.054863383,0.94745439,0.056867599,3,distance
99,knn,512,PubChemFP,1.150508164,0.920153018,1.081380569,0.949286097,0.057483196,7,distance
average,,,,1.251947851,0.918977235,1.404352648,0.90252202,0.057970333,,
st.p,,,,0.229904935,0.03054334,0.522730934,0.083381288,0.001143056,,
,,,,,,,,,,
100,knn,1,MHFP6,2.244286529,0.797182094,1.022440363,0.947438604,0.084609747,3,distance
101,knn,2,MHFP6,0.906084496,0.951846861,2.352284326,0.734707414,0.083632708,9,distance
102,knn,4,MHFP6,1.405762216,0.912752997,1.069043719,0.952314524,0.084709883,3,distance
103,knn,8,MHFP6,1.709703032,0.873395891,1.197611546,0.946619199,0.08292532,5,distance
104,knn,16,MHFP6,0.661281674,0.974529053,0.533688178,0.983797081,0.085467339,1,uniform
105,knn,32,MHFP6,1.417262173,0.902959921,2.174756162,0.858419322,0.083245516,3,distance
106,knn,64,MHFP6,0.945710311,0.956336045,1.386792171,0.902578017,0.085651636,9,distance
107,knn,128,MHFP6,1.275228741,0.919062261,2.079037766,0.770270426,0.083621025,5,distance
108,knn,256,MHFP6,0.97303985,0.95594791,1.488793902,0.886952522,0.085365295,3,distance
109,knn,512,MHFP6,0.866286534,0.955924824,1.165429667,0.94580885,0.084896088,3,uniform
average,,,,1.240464556,0.919993786,1.44698778,0.892890596,0.084412456,,
st.p,,,,0.450921349,0.050488352,0.552515064,0.078633824,0.000934089,,
,,,,,,,,,,
110,knn,1,Property,3.226208808,0.571978076,3.687740239,0.409244424,0.038976431,5,distance
111,knn,2,Property,3.33052813,0.388948532,2.529997544,0.674608507,0.038361311,7,distance
112,knn,4,Property,2.396120435,0.771136361,2.92185619,0.49181695,0.019551277,5,distance
113,knn,8,Property,2.727835906,0.687524957,2.96431085,0.644425192,0.019733667,7,distance
114,knn,16,Property,2.888016002,0.478037602,3.153209581,0.413906863,0.019302845,7,distance
115,knn,32,Property,2.23531943,0.748716285,3.685210666,0.558738722,0.019398689,3,distance
116,knn,64,Property,2.792528389,0.622938363,3.654875471,0.346334208,0.019444704,5,distance
117,knn,128,Property,2.547468991,0.61250092,2.980114228,0.509341581,0.019693375,3,distance
118,knn,256,Property,2.308428136,0.717574034,2.497203195,0.689207477,0.019301891,5,distance
119,knn,512,Property,2.792014615,0.480527838,3.019927124,0.607966445,0.019403934,7,distance
average,,,,2.724446884,0.607988297,3.109444509,0.534559037,0.023316812,,
st.p,,,,0.347347525,0.121412168,0.419157964,0.113897306,0.00767851,,
,,,,,,,,,,
120,knn,1,Constitution,2.103124858,0.821081677,1.004787303,0.9504663,0.038343191,1,uniform
121,knn,2,Constitution,1.933701739,0.786644693,2.822648703,0.595568279,0.04152751,13,distance
122,knn,4,Constitution,2.330954444,0.777871426,2.232033229,0.712594883,0.041225195,1,uniform
123,knn,8,Constitution,1.965653304,0.845704029,2.138826511,0.81531682,0.038633108,3,distance
124,knn,16,Constitution,1.379935015,0.881308347,1.266751908,0.903197928,0.038657904,3,distance
125,knn,32,Constitution,1.630834507,0.865321573,3.021416425,0.711867296,0.03868413,1,uniform
126,knn,64,Constitution,1.9790015,0.809013915,2.404895557,0.7142389,0.038225889,3,distance
127,knn,128,Constitution,2.010421325,0.74558924,3.067172907,0.507126368,0.039183378,1,uniform
128,knn,256,Constitution,1.875754813,0.813876777,2.004132565,0.820944096,0.041982889,5,distance
129,knn,512,Constitution,1.991073757,0.737425102,1.80074356,0.855983237,0.038520575,5,distance
average,,,,1.920045526,0.808383678,2.176340867,0.758730411,0.039498377,,
st.p,,,,0.2446719,0.045306062,0.65975854,0.130535359,0.001392809,,
,,,,,,,,,,
130,knn,1,Autocorr,2.117198937,0.81824814,2.396060236,0.71950548,0.051057339,3,distance
131,knn,2,Autocorr,1.470766499,0.883243345,3.34297795,0.516932398,0.04854393,1,uniform
132,knn,4,Autocorr,2.392375195,0.751029983,2.060632086,0.738938109,0.050869465,1,uniform
133,knn,8,Autocorr,2.390559425,0.751503154,2.719833613,0.700250135,0.051014423,3,distance
134,knn,16,Autocorr,2.364665878,0.66760479,1.184550578,0.916682698,0.053017616,1,uniform
135,knn,32,Autocorr,2.345919223,0.724063156,2.700542798,0.765814372,0.051107168,1,uniform
136,knn,64,Autocorr,2.013572494,0.793828383,2.869422303,0.584001868,0.051329851,3,distance
137,knn,128,Autocorr,1.687866656,0.831127558,3.011148347,0.507770111,0.051832199,3,distance
138,knn,256,Autocorr,2.101568654,0.770963188,2.300820309,0.781034412,0.051132917,1,uniform
139,knn,512,Autocorr,1.790320401,0.770326027,2.483581977,0.725775437,0.051576614,3,distance
average,,,,2.067481336,0.776193772,2.50695702,0.695670502,0.051148152,,
st.p,,,,0.309728238,0.056895239,0.563082094,0.120060307,0.001052002,,
,,,,,,,,,,
140,knn,1,Fragment,1.99013416,0.843104423,1.924761036,0.817485708,0.039478779,1,uniform
141,knn,2,Fragment,1.439945353,0.879270177,2.281435539,0.766290941,0.039645433,1,uniform
142,knn,4,Fragment,1.706442043,0.877519733,1.990379507,0.744665754,0.039268494,11,distance
143,knn,8,Fragment,2.151112652,0.807300374,1.807200064,0.874140185,0.03969574,1,uniform
144,knn,16,Fragment,0.683696222,0.973365974,1.177582471,0.919413303,0.039731264,1,uniform
145,knn,32,Fragment,1.438189829,0.901596299,2.294525517,0.83711243,0.039953709,3,distance
146,knn,64,Fragment,1.339026939,0.914349748,1.175572545,0.92976893,0.040042877,1,uniform
147,knn,128,Fragment,1.332294691,0.914915597,2.284324356,0.71864095,0.040147066,1,uniform
148,knn,256,Fragment,0.824758709,0.964203982,1.42663274,0.899529608,0.039580345,1,uniform
149,knn,512,Fragment,1.140939828,0.907764133,2.027413441,0.824229932,0.039525986,5,distance
average,,,,1.404654043,0.898339044,1.838982722,0.833127774,0.039706969,,
st.p,,,,0.439156043,0.047679938,0.41424678,0.06972487,0.00025788,,
,,,,,,,,,,
150,knn,1,Charge,2.473277501,0.741784673,3.633285788,0.381876882,0.040056467,5,distance
151,knn,2,Charge,3.254247709,0.384363444,2.323940613,0.730054352,0.039592743,7,distance
152,knn,4,Charge,2.003156606,0.833479927,2.202980394,0.716207616,0.039428473,3,distance
153,knn,8,Charge,1.68749139,0.882052563,3.811685541,0.511304123,0.039222956,1,uniform
154,knn,16,Charge,2.414252942,0.659865642,2.390192685,0.654053319,0.039261341,3,distance
155,knn,32,Charge,2.454218235,0.711577957,4.032989837,0.492495416,0.039504051,1,distance
156,knn,64,Charge,2.686157575,0.665604516,3.934842233,0.267460169,0.039747,5,distance
157,knn,128,Charge,2.022556339,0.740540744,2.618124056,0.611506502,0.039972067,5,distance
158,knn,256,Charge,1.32527688,0.910216595,3.548287364,0.389328479,0.039851904,1,uniform
159,knn,512,Charge,2.169285689,0.684213188,2.003538003,0.82328769,0.039160967,3,distance
average,,,,2.248992087,0.721369925,3.049986651,0.557757455,0.039579797,,
st.p,,,,0.510683812,0.140277347,0.766775192,0.169544298,0.000302665,,
,,,,,,,,,,
160,knn,1,Estate,2.541408716,0.775312476,1.114091366,0.937720466,0.04470849,1,uniform
161,knn,2,Estate,2.038650105,0.771554057,2.258157771,0.760526921,0.044919729,3,distance
162,knn,4,Estate,2.043531263,0.818878523,0.983848856,0.952776739,0.044411182,1,uniform
163,knn,8,Estate,2.057458777,0.820090395,2.596837367,0.725182947,0.045007229,1,uniform
164,knn,16,Estate,1.193951174,0.918808695,1.025920806,0.941361696,0.044975758,1,uniform
165,knn,32,Estate,1.494959475,0.887935481,1.839263019,0.892237944,0.044886827,1,uniform
166,knn,64,Estate,1.096113503,0.938190422,0.97845031,0.953496877,0.044897795,5,distance
167,knn,128,Estate,1.27706479,0.904299004,2.326293632,0.69749035,0.047767878,3,distance
168,knn,256,Estate,0.723199966,0.974553647,1.801479022,0.835538967,0.044999838,1,uniform
169,knn,512,Estate,1.24680261,0.891704432,1.571872272,0.892375289,0.045030117,3,distance
average,,,,1.571314038,0.870132713,1.649621442,0.85887082,0.045160484,,
st.p,,,,0.538892249,0.066101741,0.579655767,0.093360773,0.000886934,,
,,,,,,,,,,
170,knn,1,Connectivity,2.141164158,0.82388091,2.140347975,0.778356122,0.040445805,1,uniform
171,knn,2,Connectivity,1.966307852,0.798679325,1.878975933,0.819198119,0.040223122,3,distance
172,knn,4,Connectivity,2.359114654,0.753337259,2.530514069,0.625972947,0.039922714,1,distance
173,knn,8,Connectivity,2.54146891,0.725279605,2.717457152,0.703704904,0.040092945,3,distance
174,knn,16,Connectivity,1.34195325,0.886161804,1.58896648,0.851582967,0.040178537,3,distance
175,knn,32,Connectivity,1.975709629,0.807703458,2.857041864,0.751408627,0.040182114,3,distance
176,knn,64,Connectivity,1.771399372,0.843596776,2.663595531,0.64769706,0.040127754,5,distance
177,knn,128,Connectivity,1.571913809,0.836865709,2.792245137,0.587218869,0.04092741,1,uniform
178,knn,256,Connectivity,1.377993659,0.904660559,2.419001614,0.729470532,0.040381432,1,distance
179,knn,512,Connectivity,1.412072659,0.859014467,2.098192058,0.807764385,0.039892197,3,distance
average,,,,1.845909795,0.823917987,2.368633781,0.730237453,0.040237403,,
st.p,,,,0.40093123,0.052717539,0.403523284,0.083818654,0.000282506,,
,,,,,,,,,,
180,knn,1,Topology,3.913368875,0.376142926,4.365119864,0.141398746,0.040196896,13,distance
181,knn,2,Topology,4.015108814,0.090362587,4.132111227,0.163557866,0.039076567,13,uniform
182,knn,4,Topology,3.439073669,0.510080716,3.636708715,0.259692554,0.039370537,11,distance
183,knn,8,Topology,3.676094115,0.415983384,3.392245934,0.533452051,0.039531231,5,distance
184,knn,16,Topology,3.371225101,0.306030796,3.487867893,0.30198265,0.039693117,13,distance
185,knn,32,Topology,3.188975705,0.482136331,4.334379005,0.396106121,0.039715767,13,distance
186,knn,64,Topology,3.459687828,0.395037439,4.080708711,0.179001376,0.039513111,13,distance
187,knn,128,Topology,3.39846288,0.289336466,3.985817889,0.166791052,0.040005445,11,distance
188,knn,256,Topology,3.615059205,0.336039633,3.40906463,0.435181467,0.039627314,13,distance
189,knn,512,Topology,3.113152468,0.368778673,3.312468429,0.542560893,0.039260149,9,distance
average,,,,3.519020866,0.356992895,3.81364923,0.311972478,0.039599013,,
st.p,,,,0.274855911,0.111011235,0.388272233,0.147376181,0.000315894,,
,,,,,,,,,,
190,knn,1,Kappa,2.4603448,0.746909543,3.586584227,0.383869464,0.047852516,3,distance
191,knn,2,Kappa,3.85415365,0.170362876,3.18377373,0.498483946,0.04213953,13,distance
192,knn,4,Kappa,2.931763602,0.66121832,3.526040124,0.31356229,0.023891926,7,distance
193,knn,8,Kappa,3.421762511,0.495346833,2.894191658,0.669177543,0.024226189,7,distance
194,knn,16,Kappa,2.275015655,0.6676667,3.124340864,0.450108096,0.024033308,3,distance
195,knn,32,Kappa,2.411612309,0.71230037,4.092672703,0.498508263,0.024010181,1,uniform
196,knn,64,Kappa,3.111414407,0.516576952,4.131649445,0.172974863,0.023959875,7,distance
197,knn,128,Kappa,3.003937233,0.413828804,2.664365353,0.588234658,0.024163246,5,distance
198,knn,256,Kappa,2.484291069,0.678532931,3.007169113,0.560788788,0.023952961,7,distance
199,knn,512,Kappa,2.848746825,0.477947219,3.318965183,0.532754278,0.023886919,7,distance
average,,,,2.880304206,0.554069055,3.35297524,0.466846219,0.028211665,,
st.p,,,,0.47256105,0.167226643,0.460903223,0.137064682,0.008489471,,
,,,,,,,,,,
200,knn,1,Path,2.207778559,0.815938034,1.663876126,0.864694946,0.018758535,1,uniform
201,knn,2,Path,0.995139461,0.946406285,3.072733113,0.604751474,0.01847291,1,uniform
202,knn,4,Path,2.392794043,0.753058847,2.520680997,0.648277699,0.018758059,1,uniform
203,knn,8,Path,2.824884788,0.66058576,3.330245015,0.554979907,0.018357992,9,distance
204,knn,16,Path,1.663593209,0.82140586,1.866943776,0.810061925,0.018625259,3,distance
205,knn,32,Path,1.795692007,0.849633746,2.293234532,0.840858106,0.018672705,1,uniform
206,knn,64,Path,2.090923456,0.778463343,2.066700654,0.801092493,0.018618107,11,distance
207,knn,128,Path,1.400473165,0.874001635,3.046610725,0.489053919,0.018772364,9,distance
208,knn,256,Path,0.903262592,0.957026153,2.703226798,0.639981395,0.019198179,1,uniform
209,knn,512,Path,1.680746355,0.82771894,2.680012464,0.728315905,0.01918292,1,uniform
average,,,,1.795528764,0.82842386,2.52442642,0.698206777,0.018741703,,
st.p,,,,0.574188162,0.083388732,0.521022428,0.12286056,0.00025644,,
,,,,,,,,,,
210,knn,1,InfoContent,3.521160637,0.478738739,2.968269973,0.559382731,0.039497614,5,distance
211,knn,2,InfoContent,2.904987104,0.51095761,3.926553526,0.313951854,0.047482252,3,distance
212,knn,4,InfoContent,3.160849965,0.561967623,2.405115889,0.625418235,0.039934635,5,distance
213,knn,8,InfoContent,3.616154419,0.434452416,3.484062965,0.530755441,0.039544106,5,distance
214,knn,16,InfoContent,3.401690697,0.35110232,3.674877658,0.262759877,0.040002108,5,distance
215,knn,32,InfoContent,2.625800245,0.652139862,3.614966517,0.603059982,0.040009975,3,distance
216,knn,64,InfoContent,3.519671268,0.40308273,4.944042654,0.044501708,0.039579391,3,distance
217,knn,128,InfoContent,3.137646154,0.394185264,3.406362949,0.330573679,0.04059577,9,distance
218,knn,256,InfoContent,2.662826178,0.658819216,3.194409934,0.510658783,0.039693594,5,distance
219,knn,512,InfoContent,3.124571065,0.330739531,2.971671431,0.630220342,0.039843082,7,distance
average,,,,3.167535773,0.477618531,3.45903335,0.441128263,0.040618253,,
st.p,,,,0.335419467,0.111120971,0.644768968,0.184476609,0.002308175,,
,,,,,,,,,,
220,knn,1,moe206,4.066423784,0.330504492,4.239089535,0.119480113,0.043857098,13,distance
221,knn,2,moe206,4.689582861,0.001157084,4.259001504,0.162443269,0.042304039,13,distance
222,knn,4,moe206,3.526361407,0.508049382,3.471498505,0.267327904,0.042875767,7,distance
223,knn,8,moe206,4.122814502,0.265080684,3.826751982,0.429030951,0.042840004,11,distance
224,knn,16,moe206,3.763829919,0.164255316,3.264519704,0.343858283,0.042969942,11,distance
225,knn,32,moe206,3.219292689,0.498220503,4.905497242,0.221865752,0.043111563,13,distance
226,knn,64,moe206,3.968188345,0.211929464,4.404560216,0.089916292,0.043065548,11,distance
227,knn,128,moe206,3.580213924,0.228651627,4.019197046,0.090390063,0.043446064,13,distance
228,knn,256,moe206,4.042534801,0.165223747,3.598333868,0.377864077,0.045716763,13,distance
229,knn,512,moe206,3.451455032,0.31432804,3.211251151,0.556704231,0.043047428,3,distance
average,,,,3.843069726,0.268740034,3.919970075,0.265888094,0.043323422,,
st.p,,,,0.402281716,0.146254774,0.517482449,0.150216308,0.000883949,,
,,,,,,,,,,
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time,,
0,svm,1,MorganFP,1.717805612,0.876894583,1.246786354,0.921453626,0.082167864,,
1,svm,2,MorganFP,0.980283318,0.946649144,0.840914823,0.967603868,0.07331562,,
2,svm,4,MorganFP,1.621572905,0.890784366,1.149280435,0.917064735,0.072440147,,
3,svm,8,MorganFP,1.449706215,0.914930653,1.648249545,0.897543036,0.068420887,,
4,svm,16,MorganFP,0.822666885,0.959416626,0.641168815,0.974747741,0.07434535,,
5,svm,32,MorganFP,1.476546178,0.898359703,2.002322347,0.885190739,0.069913149,,
6,svm,64,MorganFP,1.203286912,0.925479977,1.202292509,0.93030105,0.073719978,,
7,svm,128,MorganFP,0.953191631,0.947079615,1.592516732,0.856843292,0.069217682,,
8,svm,256,MorganFP,1.112532673,0.941051316,1.622514769,0.865240725,0.073180437,,
9,svm,512,MorganFP,0.870202778,0.951290024,1.22845926,0.93693805,0.071394205,,
average,,,,1.220779511,0.925193601,1.317450559,0.915292686,0.072811532,,
st.p,,,,0.307954069,0.027175913,0.385499891,0.037615078,0.00365855,,
,,,,,,,,,,
10,svm,1,RDkitFP,1.7471681,0.872136588,0.955960853,0.953536654,0.074070692,,
11,svm,2,RDkitFP,1.004581793,0.945308723,1.231923977,0.928783534,0.070321321,,
12,svm,4,RDkitFP,1.447244544,0.915267794,1.017769432,0.93411879,0.069788456,,
13,svm,8,RDkitFP,1.633331071,0.887269476,1.835683354,0.86899935,0.066313505,,
14,svm,16,RDkitFP,0.899482311,0.951493387,0.521742192,0.983916307,0.070966959,,
15,svm,32,RDkitFP,1.420688747,0.90992142,1.964265734,0.8842898,0.068094015,,
16,svm,64,RDkitFP,1.197539091,0.927062893,1.032207105,0.962378645,0.069043875,,
17,svm,128,RDkitFP,0.946505698,0.94380237,1.645480823,0.844278738,0.069878817,,
18,svm,256,RDkitFP,1.016766151,0.947485818,1.389757105,0.905943284,0.071716309,,
19,svm,512,RDkitFP,0.910462203,0.94581129,1.257515904,0.932633138,0.068042278,,
average,,,,1.222376971,0.924555976,1.285230648,0.919887824,0.069823623,,
st.p,,,,0.300360816,0.026361128,0.416568379,0.041532514,0.002056033,,
,,,,,,,,,,
20,svm,1,AtomPairFP,2.253691075,0.787031404,1.580549243,0.888892827,0.080514193,,
21,svm,2,AtomPairFP,2.164550818,0.739241134,1.88265868,0.821403459,0.07371664,,
22,svm,4,AtomPairFP,1.799524909,0.877820505,1.346830825,0.898195884,0.077419996,,
23,svm,8,AtomPairFP,1.898574852,0.860741136,1.650051426,0.901712109,0.072556734,,
